schema_version,analysis_class,analysis_id,split_order,split_name,stratum_dimension,stratum_order,stratum_id,stratum_label,method_order,method,metric_order,metric,sequence_count_display,sequence_count,component_count_display,component_count,estimate,ci_lower,ci_upper,bootstrap_iterations,bootstrap_seed,reporting_status
1,confirmatory,v060-component_size,0,random,component_size,3,component_10_19,10–19,5,esm2-35m,1,balanced_accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,0,random,component_size,3,component_10_19,10–19,5,esm2-35m,2,macro_f1,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,0,random,component_size,4,component_20_plus,20+,5,esm2-35m,0,accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,0,random,component_size,4,component_20_plus,20+,5,esm2-35m,1,balanced_accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,0,random,component_size,4,component_20_plus,20+,5,esm2-35m,2,macro_f1,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,0,random,component_size,0,component_singleton,1,6,esm2-150m,0,accuracy,59,59,59,59,0.779661016949153,0.661016949152542,0.88135593220339,2000,2026,reportable
1,confirmatory,v060-component_size,0,random,component_size,0,component_singleton,1,6,esm2-150m,1,balanced_accuracy,59,59,59,59,0.759333333333333,0.611857683982684,0.882148761866153,2000,2026,reportable
1,confirmatory,v060-component_size,0,random,component_size,0,component_singleton,1,6,esm2-150m,2,macro_f1,59,59,59,59,0.763170163170163,0.612303168795429,0.870278378320891,2000,2026,reportable
1,confirmatory,v060-component_size,0,random,component_size,1,component_02_04,2–4,6,esm2-150m,0,accuracy,7,7,6,6,NA,NA,NA,NA,NA,insufficient_sequences
1,confirmatory,v060-component_size,0,random,component_size,1,component_02_04,2–4,6,esm2-150m,1,balanced_accuracy,7,7,6,6,NA,NA,NA,NA,NA,insufficient_sequences
1,confirmatory,v060-component_size,0,random,component_size,1,component_02_04,2–4,6,esm2-150m,2,macro_f1,7,7,6,6,NA,NA,NA,NA,NA,insufficient_sequences
1,confirmatory,v060-component_size,0,random,component_size,2,component_05_09,5–9,6,esm2-150m,0,accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,0,random,component_size,2,component_05_09,5–9,6,esm2-150m,1,balanced_accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,0,random,component_size,2,component_05_09,5–9,6,esm2-150m,2,macro_f1,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,0,random,component_size,3,component_10_19,10–19,6,esm2-150m,0,accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,0,random,component_size,3,component_10_19,10–19,6,esm2-150m,1,balanced_accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,0,random,component_size,3,component_10_19,10–19,6,esm2-150m,2,macro_f1,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,0,random,component_size,4,component_20_plus,20+,6,esm2-150m,0,accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,0,random,component_size,4,component_20_plus,20+,6,esm2-150m,1,balanced_accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,0,random,component_size,4,component_20_plus,20+,6,esm2-150m,2,macro_f1,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,0,component_singleton,1,0,majority,0,accuracy,55,55,55,55,0.472727272727273,0.345454545454545,0.618181818181818,2000,2026,reportable
1,confirmatory,v060-component_size,1,cluster70,component_size,0,component_singleton,1,0,majority,1,balanced_accuracy,55,55,55,55,0.2,0.2,0.2,2000,2026,reportable
1,confirmatory,v060-component_size,1,cluster70,component_size,0,component_singleton,1,0,majority,2,macro_f1,55,55,55,55,0.128395061728395,0.102702702702703,0.15,2000,2026,reportable
1,confirmatory,v060-component_size,1,cluster70,component_size,1,component_02_04,2–4,0,majority,0,accuracy,10,10,8,8,NA,NA,NA,NA,NA,insufficient_sequences
1,confirmatory,v060-component_size,1,cluster70,component_size,1,component_02_04,2–4,0,majority,1,balanced_accuracy,10,10,8,8,NA,NA,NA,NA,NA,insufficient_sequences
1,confirmatory,v060-component_size,1,cluster70,component_size,1,component_02_04,2–4,0,majority,2,macro_f1,10,10,8,8,NA,NA,NA,NA,NA,insufficient_sequences
1,confirmatory,v060-component_size,1,cluster70,component_size,2,component_05_09,5–9,0,majority,0,accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,2,component_05_09,5–9,0,majority,1,balanced_accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,2,component_05_09,5–9,0,majority,2,macro_f1,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,3,component_10_19,10–19,0,majority,0,accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,3,component_10_19,10–19,0,majority,1,balanced_accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,3,component_10_19,10–19,0,majority,2,macro_f1,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,4,component_20_plus,20+,0,majority,0,accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,4,component_20_plus,20+,0,majority,1,balanced_accuracy,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,4,component_20_plus,20+,0,majority,2,macro_f1,<5,NA,<3,NA,NA,NA,NA,NA,NA,privacy_suppressed
1,confirmatory,v060-component_size,1,cluster70,component_size,0,component_singleton,1,1,length-logistic,0,accuracy,55,55,55,55,0.181818181818182,0.090909090909091,0.290909090909091,2000,2026,reportable
1,confirmatory,v060-component_size,1,cluster70,component_size,0,component_singleton,1,1,length-logistic,1,balanced_accuracy,55,55,55,55,0.270874125874126,0.137136699507389,0.389901515151515,2000,2026,reportable
1,confirmatory,v060-component_size,1,cluster70,component_size,0,component_singleton,1,1,length-logistic,2,macro_f1,55,55,55,55,0.146712749615975,0.066061827956989,0.227183676830416,2000,2026,reportable
1,confirmatory,v060-component_size,1,cluster70,component_size,1,component_02_04,2–4,1,length-logistic,0,accuracy,10,10,8,8,NA,NA,NA,NA,NA,insufficient_sequences
