schema_version,analysis_class,split_order,split_name,method_order,method,metric_order,metric,removal_order,removal_count,removed_sequence_count,remaining_sequence_count_display,remaining_sequence_count,remaining_component_count_display,remaining_component_count,estimate,ci_lower,ci_upper,reporting_status
1,confirmatory,2,cluster50,1,length-logistic,2,macro_f1,0,0,0,66,66,59,59,0.147743210506184,0.055010237510238,0.237646426775838,reportable
1,confirmatory,2,cluster50,1,length-logistic,2,macro_f1,1,1,2,64,64,58,58,0.154886067649041,0.062552456958393,0.245876655207537,reportable
1,confirmatory,2,cluster50,1,length-logistic,2,macro_f1,2,3,6,60,60,56,56,0.137391304347826,0.05,0.213216608594657,reportable
1,confirmatory,2,cluster50,1,length-logistic,2,macro_f1,3,5,10,56,56,54,54,0.105549199084668,0.041606722106722,0.175182501708817,reportable
1,confirmatory,2,cluster50,2,aac-logistic,0,accuracy,0,0,0,66,66,59,59,0.363636363636364,0.246147540983607,0.485866510538641,reportable
1,confirmatory,2,cluster50,2,aac-logistic,0,accuracy,1,1,2,64,64,58,58,0.34375,0.230769230769231,0.461567164179104,reportable
1,confirmatory,2,cluster50,2,aac-logistic,0,accuracy,2,3,6,60,60,56,56,0.366666666666667,0.25,0.491228070175439,reportable
1,confirmatory,2,cluster50,2,aac-logistic,0,accuracy,3,5,10,56,56,54,54,0.375,0.25,0.50877990430622,reportable
1,confirmatory,2,cluster50,2,aac-logistic,1,balanced_accuracy,0,0,0,66,66,59,59,0.380107153383015,0.243803795442908,0.525788367546432,reportable
1,confirmatory,2,cluster50,2,aac-logistic,1,balanced_accuracy,1,1,2,64,64,58,58,0.35493232820819,0.215568860877684,0.506462932900433,reportable
1,confirmatory,2,cluster50,2,aac-logistic,1,balanced_accuracy,2,3,6,60,60,56,56,0.368121693121693,0.234957622296568,0.523600505050505,reportable
1,confirmatory,2,cluster50,2,aac-logistic,1,balanced_accuracy,3,5,10,56,56,54,54,0.37510582010582,0.220547619047619,0.537974725274725,reportable
1,confirmatory,2,cluster50,2,aac-logistic,2,macro_f1,0,0,0,66,66,59,59,0.349027951606174,0.217754518973583,0.470778293945747,reportable
1,confirmatory,2,cluster50,2,aac-logistic,2,macro_f1,1,1,2,64,64,58,58,0.322361284939508,0.201488203079474,0.44044948735475,reportable
1,confirmatory,2,cluster50,2,aac-logistic,2,macro_f1,2,3,6,60,60,56,56,0.346060606060606,0.21710706573039,0.462991721666414,reportable
1,confirmatory,2,cluster50,2,aac-logistic,2,macro_f1,3,5,10,56,56,54,54,0.348412698412698,0.204594155844156,0.474069565217391,reportable
1,confirmatory,2,cluster50,3,kmer3-logistic,0,accuracy,0,0,0,66,66,59,59,0.46969696969697,0.342857142857143,0.6,reportable
1,confirmatory,2,cluster50,3,kmer3-logistic,0,accuracy,1,1,2,64,64,58,58,0.46875,0.333333333333333,0.603174603174603,reportable
1,confirmatory,2,cluster50,3,kmer3-logistic,0,accuracy,2,3,6,60,60,56,56,0.5,0.362068965517241,0.627118644067797,reportable
1,confirmatory,2,cluster50,3,kmer3-logistic,0,accuracy,3,5,10,56,56,54,54,0.5,0.363636363636364,0.636363636363636,reportable
1,confirmatory,2,cluster50,3,kmer3-logistic,1,balanced_accuracy,0,0,0,66,66,59,59,0.402918824470549,0.255052083333333,0.567419191919191,reportable
1,confirmatory,2,cluster50,3,kmer3-logistic,1,balanced_accuracy,1,1,2,64,64,58,58,0.387534209085933,0.244422619047619,0.544869671994672,reportable
1,confirmatory,2,cluster50,3,kmer3-logistic,1,balanced_accuracy,2,3,6,60,60,56,56,0.397751322751323,0.252810966810967,0.55349533146592,reportable
1,confirmatory,2,cluster50,3,kmer3-logistic,1,balanced_accuracy,3,5,10,56,56,54,54,0.352037037037037,0.233134773272704,0.507584416748126,reportable
1,confirmatory,2,cluster50,3,kmer3-logistic,2,macro_f1,0,0,0,66,66,59,59,0.389219339909877,0.235447780819298,0.515515502345791,reportable
1,confirmatory,2,cluster50,3,kmer3-logistic,2,macro_f1,1,1,2,64,64,58,58,0.366530264279625,0.223925925925926,0.48285744047619,reportable
1,confirmatory,2,cluster50,3,kmer3-logistic,2,macro_f1,2,3,6,60,60,56,56,0.386046110751993,0.237122133574188,0.512219461697723,reportable
1,confirmatory,2,cluster50,3,kmer3-logistic,2,macro_f1,3,5,10,56,56,54,54,0.344239028944911,0.209684742872831,0.463236128260534,reportable
1,confirmatory,2,cluster50,4,nearest-homolog,0,accuracy,0,0,0,66,66,59,59,0.636363636363636,0.507692307692308,0.764728860294117,reportable
1,confirmatory,2,cluster50,4,nearest-homolog,0,accuracy,1,1,2,64,64,58,58,0.625,0.5,0.757575757575758,reportable
1,confirmatory,2,cluster50,4,nearest-homolog,0,accuracy,2,3,6,60,60,56,56,0.633333333333333,0.5,0.758620689655172,reportable
1,confirmatory,2,cluster50,4,nearest-homolog,0,accuracy,3,5,10,56,56,54,54,0.678571428571429,0.545454545454545,0.8,reportable
1,confirmatory,2,cluster50,4,nearest-homolog,1,balanced_accuracy,0,0,0,66,66,59,59,0.483363858363858,0.338848453017571,0.620257936507937,reportable
1,confirmatory,2,cluster50,4,nearest-homolog,1,balanced_accuracy,1,1,2,64,64,58,58,0.458189033189033,0.318171717171717,0.592857142857143,reportable
1,confirmatory,2,cluster50,4,nearest-homolog,1,balanced_accuracy,2,3,6,60,60,56,56,0.466269841269841,0.331657828282828,0.608669733044733,reportable
1,confirmatory,2,cluster50,4,nearest-homolog,1,balanced_accuracy,3,5,10,56,56,54,54,0.513253968253968,0.338139971139971,0.657142857142857,reportable
1,confirmatory,2,cluster50,4,nearest-homolog,2,macro_f1,0,0,0,66,66,59,59,0.542882648994557,0.34159524272618,0.674277303619409,reportable
1,confirmatory,2,cluster50,4,nearest-homolog,2,macro_f1,1,1,2,64,64,58,58,0.510303463474195,0.312532636455643,0.642363169510228,reportable
1,confirmatory,2,cluster50,4,nearest-homolog,2,macro_f1,2,3,6,60,60,56,56,0.522134123186755,0.320659513250977,0.65742835057896,reportable
1,confirmatory,2,cluster50,4,nearest-homolog,2,macro_f1,3,5,10,56,56,54,54,0.576190476190476,0.345903193325662,0.703981552981553,reportable
1,confirmatory,2,cluster50,5,esm2-35m,0,accuracy,0,0,0,66,66,59,59,0.863636363636364,0.764705882352941,0.953846153846154,reportable
1,confirmatory,2,cluster50,5,esm2-35m,0,accuracy,1,1,2,64,64,58,58,0.859375,0.753846153846154,0.952380952380952,reportable
1,confirmatory,2,cluster50,5,esm2-35m,0,accuracy,2,3,6,60,60,56,56,0.883333333333333,0.786885245901639,0.966101694915254,reportable
1,confirmatory,2,cluster50,5,esm2-35m,0,accuracy,3,5,10,56,56,54,54,0.910714285714286,0.824561403508772,0.981481481481482,reportable
1,confirmatory,2,cluster50,5,esm2-35m,1,balanced_accuracy,0,0,0,66,66,59,59,0.843652898825313,0.694721362229102,0.942857142857143,reportable
1,confirmatory,2,cluster50,5,esm2-35m,1,balanced_accuracy,1,1,2,64,64,58,58,0.826869682042096,0.683333333333333,0.933918158567775,reportable
1,confirmatory,2,cluster50,5,esm2-35m,1,balanced_accuracy,2,3,6,60,60,56,56,0.846560846560847,0.704898459383753,0.952599206349206,reportable
1,confirmatory,2,cluster50,5,esm2-35m,1,balanced_accuracy,3,5,10,56,56,54,54,0.855449735449735,0.7,0.965372421695951,reportable
1,confirmatory,2,cluster50,5,esm2-35m,2,macro_f1,0,0,0,66,66,59,59,0.859952465834819,0.687728794784264,0.950163934426229,reportable
1,confirmatory,2,cluster50,5,esm2-35m,2,macro_f1,1,1,2,64,64,58,58,0.843790849673203,0.682852965747703,0.934858755038065,reportable
1,confirmatory,2,cluster50,5,esm2-35m,2,macro_f1,2,3,6,60,60,56,56,0.862358101135191,0.687247238331952,0.954430272108844,reportable
1,confirmatory,2,cluster50,5,esm2-35m,2,macro_f1,3,5,10,56,56,54,54,0.870183346065699,0.678602564102564,0.96375,reportable
1,confirmatory,2,cluster50,6,esm2-150m,0,accuracy,0,0,0,66,66,59,59,0.863636363636364,0.769230769230769,0.942049689440994,reportable
1,confirmatory,2,cluster50,6,esm2-150m,0,accuracy,1,1,2,64,64,58,58,0.859375,0.765625,0.9375,reportable
1,confirmatory,2,cluster50,6,esm2-150m,0,accuracy,2,3,6,60,60,56,56,0.866666666666667,0.766666666666667,0.950819672131147,reportable
1,confirmatory,2,cluster50,6,esm2-150m,0,accuracy,3,5,10,56,56,54,54,0.892857142857143,0.807017543859649,0.964285714285714,reportable
1,confirmatory,2,cluster50,6,esm2-150m,1,balanced_accuracy,0,0,0,66,66,59,59,0.842525577870405,0.702236201298701,0.942859432234432,reportable
1,confirmatory,2,cluster50,6,esm2-150m,1,balanced_accuracy,1,1,2,64,64,58,58,0.831336766681594,0.708481060606061,0.936670454545455,reportable
1,confirmatory,2,cluster50,6,esm2-150m,1,balanced_accuracy,2,3,6,60,60,56,56,0.836375661375661,0.691189324116743,0.955431746031746,reportable
1,confirmatory,2,cluster50,6,esm2-150m,1,balanced_accuracy,3,5,10,56,56,54,54,0.851613756613757,0.716178571428572,0.963105158730159,reportable
1,confirmatory,2,cluster50,6,esm2-150m,2,macro_f1,0,0,0,66,66,59,59,0.843852566198104,0.707084174430642,0.932268964055698,reportable
1,confirmatory,2,cluster50,6,esm2-150m,2,macro_f1,1,1,2,64,64,58,58,0.834699248120301,0.701462523012186,0.930904683354706,reportable
1,confirmatory,2,cluster50,6,esm2-150m,2,macro_f1,2,3,6,60,60,56,56,0.839149008885851,0.703318748768804,0.937532186452361,reportable
1,confirmatory,2,cluster50,6,esm2-150m,2,macro_f1,3,5,10,56,56,54,54,0.844581500922117,0.710888636363636,0.947121023773451,reportable
1,confirmatory,3,cluster30,0,majority,0,accuracy,0,0,0,66,66,60,60,0.439393939393939,0.312408088235294,0.578125,reportable
1,confirmatory,3,cluster30,0,majority,0,accuracy,1,1,2,64,64,59,59,0.453125,0.323076923076923,0.580645161290323,reportable
1,confirmatory,3,cluster30,0,majority,0,accuracy,2,3,6,60,60,57,57,0.416666666666667,0.293103448275862,0.55,reportable
1,confirmatory,3,cluster30,0,majority,0,accuracy,3,5,10,56,56,55,55,0.446428571428571,0.309090909090909,0.589285714285714,reportable
1,confirmatory,3,cluster30,0,majority,1,balanced_accuracy,0,0,0,66,66,60,60,0.2,0.2,0.2,reportable
1,confirmatory,3,cluster30,0,majority,1,balanced_accuracy,1,1,2,64,64,59,59,0.2,0.2,0.2,reportable
1,confirmatory,3,cluster30,0,majority,1,balanced_accuracy,2,3,6,60,60,57,57,0.2,0.2,0.2,reportable
1,confirmatory,3,cluster30,0,majority,1,balanced_accuracy,3,5,10,56,56,55,55,0.2,0.2,0.2,reportable
1,confirmatory,3,cluster30,0,majority,2,macro_f1,0,0,0,66,66,60,60,0.122105263157895,0.095454545454545,0.145098039215686,reportable
1,confirmatory,3,cluster30,0,majority,2,macro_f1,1,1,2,64,64,59,59,0.124731182795699,0.096385542168675,0.146944551405468,reportable
1,confirmatory,3,cluster30,0,majority,2,macro_f1,2,3,6,60,60,57,57,0.117647058823529,0.090666666666667,0.140425531914894,reportable
1,confirmatory,3,cluster30,0,majority,2,macro_f1,3,5,10,56,56,55,55,0.123456790123457,0.094444444444444,0.146666666666667,reportable
1,confirmatory,3,cluster30,1,length-logistic,0,accuracy,0,0,0,66,66,60,60,0.212121212121212,0.117647058823529,0.323076923076923,reportable
1,confirmatory,3,cluster30,1,length-logistic,0,accuracy,1,1,2,64,64,59,59,0.21875,0.119402985074627,0.333333333333333,reportable
1,confirmatory,3,cluster30,1,length-logistic,0,accuracy,2,3,6,60,60,57,57,0.2,0.101652542372881,0.305084745762712,reportable
1,confirmatory,3,cluster30,1,length-logistic,0,accuracy,3,5,10,56,56,55,55,0.214285714285714,0.107142857142857,0.321428571428571,reportable
1,confirmatory,3,cluster30,1,length-logistic,1,balanced_accuracy,0,0,0,66,66,60,60,0.275602079912425,0.18054105090312,0.399127304147465,reportable
1,confirmatory,3,cluster30,1,length-logistic,1,balanced_accuracy,1,1,2,64,64,59,59,0.275602079912425,0.17715250965251,0.39828801843318,reportable
1,confirmatory,3,cluster30,1,length-logistic,1,balanced_accuracy,2,3,6,60,60,57,57,0.264015873015873,0.16784126984127,0.383232401656315,reportable
1,confirmatory,3,cluster30,1,length-logistic,1,balanced_accuracy,3,5,10,56,56,55,55,0.302111111111111,0.175991233766234,0.457391706924316,reportable
1,confirmatory,3,cluster30,1,length-logistic,2,macro_f1,0,0,0,66,66,60,60,0.189382173382173,0.090567517584283,0.277301514524729,reportable
1,confirmatory,3,cluster30,1,length-logistic,2,macro_f1,1,1,2,64,64,59,59,0.193262977262977,0.097199008158695,0.286610509161381,reportable
1,confirmatory,3,cluster30,1,length-logistic,2,macro_f1,2,3,6,60,60,57,57,0.176876503833026,0.083798630319421,0.270574352312468,reportable
1,confirmatory,3,cluster30,1,length-logistic,2,macro_f1,3,5,10,56,56,55,55,0.189710640236956,0.097136434837093,0.277479488416988,reportable
1,confirmatory,3,cluster30,2,aac-logistic,0,accuracy,0,0,0,66,66,60,60,0.318181818181818,0.208272058823529,0.446153846153846,reportable
1,confirmatory,3,cluster30,2,aac-logistic,0,accuracy,1,1,2,64,64,59,59,0.328125,0.212121212121212,0.459016393442623,reportable
1,confirmatory,3,cluster30,2,aac-logistic,0,accuracy,2,3,6,60,60,57,57,0.316666666666667,0.206275221953188,0.440677966101695,reportable
1,confirmatory,3,cluster30,2,aac-logistic,0,accuracy,3,5,10,56,56,55,55,0.339285714285714,0.214191729323308,0.465697492163008,reportable
1,confirmatory,3,cluster30,2,aac-logistic,1,balanced_accuracy,0,0,0,66,66,60,60,0.243987621573829,0.144603389103389,0.36349649859944,reportable
1,confirmatory,3,cluster30,2,aac-logistic,1,balanced_accuracy,1,1,2,64,64,59,59,0.249582027168234,0.146172003284072,0.364948593073593,reportable
1,confirmatory,3,cluster30,2,aac-logistic,1,balanced_accuracy,2,3,6,60,60,57,57,0.249030303030303,0.139819624819625,0.367273809523809,reportable
1,confirmatory,3,cluster30,2,aac-logistic,1,balanced_accuracy,3,5,10,56,56,55,55,0.249030303030303,0.14409418767507,0.369320436507936,reportable
1,confirmatory,3,cluster30,2,aac-logistic,2,macro_f1,0,0,0,66,66,60,60,0.245714285714286,0.146236607142857,0.337116906171891,reportable
1,confirmatory,3,cluster30,2,aac-logistic,2,macro_f1,1,1,2,64,64,59,59,0.252754613807245,0.154977955758963,0.347617087504858,reportable
1,confirmatory,3,cluster30,2,aac-logistic,2,macro_f1,2,3,6,60,60,57,57,0.256763473164942,0.147369454913135,0.353475965503964,reportable
1,confirmatory,3,cluster30,2,aac-logistic,2,macro_f1,3,5,10,56,56,55,55,0.265845100556269,0.164129989004131,0.363115961231751,reportable
1,confirmatory,3,cluster30,3,kmer3-logistic,0,accuracy,0,0,0,66,66,60,60,0.515151515151515,0.387034739454094,0.646153846153846,reportable
1,confirmatory,3,cluster30,3,kmer3-logistic,0,accuracy,1,1,2,64,64,59,59,0.5,0.370967741935484,0.629032258064516,reportable
1,confirmatory,3,cluster30,3,kmer3-logistic,0,accuracy,2,3,6,60,60,57,57,0.5,0.372881355932203,0.627118644067797,reportable
1,confirmatory,3,cluster30,3,kmer3-logistic,0,accuracy,3,5,10,56,56,55,55,0.517857142857143,0.381818181818182,0.642857142857143,reportable
1,confirmatory,3,cluster30,3,kmer3-logistic,1,balanced_accuracy,0,0,0,66,66,60,60,0.419398130605027,0.297636437908497,0.54733383783621,reportable
1,confirmatory,3,cluster30,3,kmer3-logistic,1,balanced_accuracy,1,1,2,64,64,59,59,0.388628899835796,0.272850378787879,0.504483333333333,reportable
1,confirmatory,3,cluster30,3,kmer3-logistic,1,balanced_accuracy,2,3,6,60,60,57,57,0.396904761904762,0.279954022988506,0.50834375,reportable
1,confirmatory,3,cluster30,3,kmer3-logistic,1,balanced_accuracy,3,5,10,56,56,55,55,0.368333333333333,0.262669413919414,0.472381773399015,reportable
1,confirmatory,3,cluster30,3,kmer3-logistic,2,macro_f1,0,0,0,66,66,60,60,0.38857500226593,0.252480746762125,0.502936709166425,reportable
1,confirmatory,3,cluster30,3,kmer3-logistic,2,macro_f1,1,1,2,64,64,59,59,0.341516178736518,0.236363127544098,0.434325630252101,reportable
1,confirmatory,3,cluster30,3,kmer3-logistic,2,macro_f1,2,3,6,60,60,57,57,0.351654858677008,0.247710508824404,0.444829738487633,reportable
1,confirmatory,3,cluster30,3,kmer3-logistic,2,macro_f1,3,5,10,56,56,55,55,0.330943396226415,0.239232633053221,0.411203682529314,reportable
1,confirmatory,3,cluster30,4,nearest-homolog,0,accuracy,0,0,0,66,66,60,60,0.53030303030303,0.402985074626866,0.661538461538462,reportable
1,confirmatory,3,cluster30,4,nearest-homolog,0,accuracy,1,1,2,64,64,59,59,0.546875,0.419354838709677,0.676923076923077,reportable
1,confirmatory,3,cluster30,4,nearest-homolog,0,accuracy,2,3,6,60,60,57,57,0.516666666666667,0.384583333333333,0.65,reportable
1,confirmatory,3,cluster30,4,nearest-homolog,0,accuracy,3,5,10,56,56,55,55,0.553571428571429,0.418181818181818,0.689655172413793,reportable
1,confirmatory,3,cluster30,4,nearest-homolog,1,balanced_accuracy,0,0,0,66,66,60,60,0.31965811965812,0.244444444444444,0.402359477124183,reportable
1,confirmatory,3,cluster30,4,nearest-homolog,1,balanced_accuracy,1,1,2,64,64,59,59,0.325252525252525,0.243956043956044,0.4125,reportable
1,confirmatory,3,cluster30,4,nearest-homolog,1,balanced_accuracy,2,3,6,60,60,57,57,0.325252525252525,0.244986111111111,0.412991285030759,reportable
1,confirmatory,3,cluster30,4,nearest-homolog,1,balanced_accuracy,3,5,10,56,56,55,55,0.325252525252525,0.244444444444444,0.411538461538462,reportable
1,confirmatory,3,cluster30,4,nearest-homolog,2,macro_f1,0,0,0,66,66,60,60,0.306747335061942,0.196824861779918,0.398628134588701,reportable
1,confirmatory,3,cluster30,4,nearest-homolog,2,macro_f1,1,1,2,64,64,59,59,0.317948717948718,0.203852501836305,0.411263495785394,reportable
1,confirmatory,3,cluster30,4,nearest-homolog,2,macro_f1,2,3,6,60,60,57,57,0.311197663096397,0.199650358773646,0.407365079365079,reportable
1,confirmatory,3,cluster30,4,nearest-homolog,2,macro_f1,3,5,10,56,56,55,55,0.317948717948718,0.204103003161222,0.412044965786901,reportable
1,confirmatory,3,cluster30,5,esm2-35m,0,accuracy,0,0,0,66,66,60,60,0.742424242424242,0.626865671641791,0.848484848484849,reportable
1,confirmatory,3,cluster30,5,esm2-35m,0,accuracy,1,1,2,64,64,59,59,0.765625,0.655614103564923,0.865671641791045,reportable
1,confirmatory,3,cluster30,5,esm2-35m,0,accuracy,2,3,6,60,60,57,57,0.75,0.644067796610169,0.852459016393443,reportable
1,confirmatory,3,cluster30,5,esm2-35m,0,accuracy,3,5,10,56,56,55,55,0.75,0.636363636363636,0.857142857142857,reportable
1,confirmatory,3,cluster30,5,esm2-35m,1,balanced_accuracy,0,0,0,66,66,60,60,0.70956275525241,0.56060588023088,0.832984270631329,reportable
1,confirmatory,3,cluster30,5,esm2-35m,1,balanced_accuracy,1,1,2,64,64,59,59,0.726345972035627,0.586936090225564,0.852240196078431,reportable
1,confirmatory,3,cluster30,5,esm2-35m,1,balanced_accuracy,2,3,6,60,60,57,57,0.721932178932179,0.578652130915062,0.848853119868637,reportable
1,confirmatory,3,cluster30,5,esm2-35m,1,balanced_accuracy,3,5,10,56,56,55,55,0.674313131313131,0.531236521620142,0.837298684210526,reportable
1,confirmatory,3,cluster30,5,esm2-35m,2,macro_f1,0,0,0,66,66,60,60,0.713123522157735,0.566003956903127,0.822763364293086,reportable
1,confirmatory,3,cluster30,5,esm2-35m,2,macro_f1,1,1,2,64,64,59,59,0.728618509550713,0.581934205287466,0.83677471079645,reportable
1,confirmatory,3,cluster30,5,esm2-35m,2,macro_f1,2,3,6,60,60,57,57,0.723832866479925,0.579990979336819,0.828463924596258,reportable
1,confirmatory,3,cluster30,5,esm2-35m,2,macro_f1,3,5,10,56,56,55,55,0.675840336134454,0.525734821428571,0.809622840726102,reportable
1,confirmatory,3,cluster30,6,esm2-150m,0,accuracy,0,0,0,66,66,60,60,0.818181818181818,0.712121212121212,0.907692307692308,reportable
1,confirmatory,3,cluster30,6,esm2-150m,0,accuracy,1,1,2,64,64,59,59,0.8125,0.703084188432836,0.90326420890937,reportable
1,confirmatory,3,cluster30,6,esm2-150m,0,accuracy,2,3,6,60,60,57,57,0.8,0.694915254237288,0.9,reportable
1,confirmatory,3,cluster30,6,esm2-150m,0,accuracy,3,5,10,56,56,55,55,0.785714285714286,0.678425324675325,0.892857142857143,reportable
1,confirmatory,3,cluster30,6,esm2-150m,1,balanced_accuracy,0,0,0,66,66,60,60,0.791184581701823,0.635703382042092,0.901909677419355,reportable
1,confirmatory,3,cluster30,6,esm2-150m,1,balanced_accuracy,1,1,2,64,64,59,59,0.779995770513012,0.615316258741259,0.895280614973262,reportable
1,confirmatory,3,cluster30,6,esm2-150m,1,balanced_accuracy,2,3,6,60,60,57,57,0.776685425685426,0.613178876678877,0.890177489177489,reportable
1,confirmatory,3,cluster30,6,esm2-150m,1,balanced_accuracy,3,5,10,56,56,55,55,0.70049494949495,0.548691218911807,0.869797826086956,reportable
1,confirmatory,3,cluster30,6,esm2-150m,2,macro_f1,0,0,0,66,66,60,60,0.780019165560961,0.610897595770426,0.887346674365115,reportable
1,confirmatory,3,cluster30,6,esm2-150m,2,macro_f1,1,1,2,64,64,59,59,0.770019165560961,0.604651241740715,0.879775376681654,reportable
1,confirmatory,3,cluster30,6,esm2-150m,2,macro_f1,2,3,6,60,60,57,57,0.767154861944778,0.601263957391789,0.873590586537645,reportable
1,confirmatory,3,cluster30,6,esm2-150m,2,macro_f1,3,5,10,56,56,55,55,0.690964385754302,0.541315466814976,0.83004446004446,reportable
