schema_version,analysis_class,dimension_order,dimension,stratum_order,stratum_id,split_order,split_name,comparison_order,method_a,method_b,metric_order,metric,point_a,point_b,difference_method_a_minus_method_b,ci_lower,ci_upper,sequence_count_display,sequence_count,component_count_display,component_count,bootstrap_seed,reporting_status
1,confirmatory,1,identity,4,identity_50_70,0,random,1,esm2-35m,kmer3-logistic,2,macro_f1,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,5,identity_70_100,0,random,1,esm2-35m,kmer3-logistic,0,accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,5,identity_70_100,0,random,1,esm2-35m,kmer3-logistic,1,balanced_accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,5,identity_70_100,0,random,1,esm2-35m,kmer3-logistic,2,macro_f1,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,6,no_hit,0,random,1,esm2-35m,kmer3-logistic,0,accuracy,0.769230769230769,0.5,0.269230769230769,0.115384615384615,0.423076923076923,52,52,52,52,2026,reportable
1,confirmatory,1,identity,6,no_hit,0,random,1,esm2-35m,kmer3-logistic,1,balanced_accuracy,0.727857142857143,0.445238095238095,0.282619047619048,0.112136904761905,0.425011363636363,52,52,52,52,2026,reportable
1,confirmatory,1,identity,6,no_hit,0,random,1,esm2-35m,kmer3-logistic,2,macro_f1,0.736190476190476,0.376945444844605,0.359245031345872,0.188112543803692,0.523711001622871,52,52,52,52,2026,reportable
1,confirmatory,1,identity,0,identity_00_20,0,random,2,esm2-150m,aac-logistic,0,accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,0,identity_00_20,0,random,2,esm2-150m,aac-logistic,1,balanced_accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,0,identity_00_20,0,random,2,esm2-150m,aac-logistic,2,macro_f1,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,1,identity_20_30,0,random,2,esm2-150m,aac-logistic,0,accuracy,NA,NA,NA,NA,NA,10,10,10,10,NA,insufficient_sequences
1,confirmatory,1,identity,1,identity_20_30,0,random,2,esm2-150m,aac-logistic,1,balanced_accuracy,NA,NA,NA,NA,NA,10,10,10,10,NA,insufficient_sequences
1,confirmatory,1,identity,1,identity_20_30,0,random,2,esm2-150m,aac-logistic,2,macro_f1,NA,NA,NA,NA,NA,10,10,10,10,NA,insufficient_sequences
1,confirmatory,1,identity,2,identity_30_40,0,random,2,esm2-150m,aac-logistic,0,accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,2,identity_30_40,0,random,2,esm2-150m,aac-logistic,1,balanced_accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,2,identity_30_40,0,random,2,esm2-150m,aac-logistic,2,macro_f1,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,3,identity_40_50,0,random,2,esm2-150m,aac-logistic,0,accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,3,identity_40_50,0,random,2,esm2-150m,aac-logistic,1,balanced_accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,3,identity_40_50,0,random,2,esm2-150m,aac-logistic,2,macro_f1,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,4,identity_50_70,0,random,2,esm2-150m,aac-logistic,0,accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,4,identity_50_70,0,random,2,esm2-150m,aac-logistic,1,balanced_accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,4,identity_50_70,0,random,2,esm2-150m,aac-logistic,2,macro_f1,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,5,identity_70_100,0,random,2,esm2-150m,aac-logistic,0,accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,5,identity_70_100,0,random,2,esm2-150m,aac-logistic,1,balanced_accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,5,identity_70_100,0,random,2,esm2-150m,aac-logistic,2,macro_f1,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,6,no_hit,0,random,2,esm2-150m,aac-logistic,0,accuracy,0.769230769230769,0.326923076923077,0.442307692307692,0.288461538461538,0.596153846153846,52,52,52,52,2026,reportable
1,confirmatory,1,identity,6,no_hit,0,random,2,esm2-150m,aac-logistic,1,balanced_accuracy,0.699761904761905,0.293809523809524,0.405952380952381,0.192731746031746,0.597712301587302,52,52,52,52,2026,reportable
1,confirmatory,1,identity,6,no_hit,0,random,2,esm2-150m,aac-logistic,2,macro_f1,0.706285283344107,0.252016806722689,0.454268476621418,0.26912967032967,0.627119492421475,52,52,52,52,2026,reportable
1,confirmatory,1,identity,0,identity_00_20,0,random,3,esm2-150m,kmer3-logistic,0,accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,0,identity_00_20,0,random,3,esm2-150m,kmer3-logistic,1,balanced_accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,0,identity_00_20,0,random,3,esm2-150m,kmer3-logistic,2,macro_f1,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,1,identity_20_30,0,random,3,esm2-150m,kmer3-logistic,0,accuracy,NA,NA,NA,NA,NA,10,10,10,10,NA,insufficient_sequences
1,confirmatory,1,identity,1,identity_20_30,0,random,3,esm2-150m,kmer3-logistic,1,balanced_accuracy,NA,NA,NA,NA,NA,10,10,10,10,NA,insufficient_sequences
1,confirmatory,1,identity,1,identity_20_30,0,random,3,esm2-150m,kmer3-logistic,2,macro_f1,NA,NA,NA,NA,NA,10,10,10,10,NA,insufficient_sequences
1,confirmatory,1,identity,2,identity_30_40,0,random,3,esm2-150m,kmer3-logistic,0,accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,2,identity_30_40,0,random,3,esm2-150m,kmer3-logistic,1,balanced_accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,2,identity_30_40,0,random,3,esm2-150m,kmer3-logistic,2,macro_f1,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,3,identity_40_50,0,random,3,esm2-150m,kmer3-logistic,0,accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,3,identity_40_50,0,random,3,esm2-150m,kmer3-logistic,1,balanced_accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,3,identity_40_50,0,random,3,esm2-150m,kmer3-logistic,2,macro_f1,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
1,confirmatory,1,identity,4,identity_50_70,0,random,3,esm2-150m,kmer3-logistic,0,accuracy,NA,NA,NA,NA,NA,<5,NA,<3,NA,NA,privacy_suppressed
