method,split,true_label,predicted_label,count,row_fraction
esm2_35m,cluster70,1.1,2.7,0,0
esm2_35m,cluster70,1.1,3.1,0,0
esm2_35m,cluster70,1.1,1.1,8,0.88888888888888884
esm2_35m,cluster70,1.1,2.1,0,0
esm2_35m,cluster70,1.1,4.1,1,0.1111111111111111
esm2_35m,cluster70,2.1,2.7,1,0.125
esm2_35m,cluster70,2.1,3.1,0,0
esm2_35m,cluster70,2.1,1.1,2,0.25
esm2_35m,cluster70,2.1,2.1,4,0.5
esm2_35m,cluster70,2.1,4.1,1,0.125
esm2_35m,cluster70,4.1,2.7,1,0.14285714285714285
esm2_35m,cluster70,4.1,3.1,0,0
esm2_35m,cluster70,4.1,1.1,1,0.14285714285714285
esm2_35m,cluster70,4.1,2.1,0,0
esm2_35m,cluster70,4.1,4.1,5,0.7142857142857143
esm2_35m,cluster50,2.7,2.7,28,0.96551724137931039
esm2_35m,cluster50,2.7,3.1,1,0.034482758620689655
esm2_35m,cluster50,2.7,1.1,0,0
esm2_35m,cluster50,2.7,2.1,0,0
esm2_35m,cluster50,2.7,4.1,0,0
esm2_35m,cluster50,3.1,2.7,5,0.38461538461538464
esm2_35m,cluster50,3.1,3.1,7,0.53846153846153844
esm2_35m,cluster50,3.1,1.1,0,0
esm2_35m,cluster50,3.1,2.1,1,0.076923076923076927
esm2_35m,cluster50,3.1,4.1,0,0
esm2_35m,cluster50,1.1,2.7,0,0
esm2_35m,cluster50,1.1,3.1,0,0
esm2_35m,cluster50,1.1,1.1,9,1
esm2_35m,cluster50,1.1,2.1,0,0
esm2_35m,cluster50,1.1,4.1,0,0
esm2_35m,cluster50,2.1,2.7,0,0
esm2_35m,cluster50,2.1,3.1,0,0
esm2_35m,cluster50,2.1,1.1,0,0
esm2_35m,cluster50,2.1,2.1,8,1
esm2_35m,cluster50,2.1,4.1,0,0
esm2_35m,cluster50,4.1,2.7,1,0.14285714285714285
esm2_35m,cluster50,4.1,3.1,1,0.14285714285714285
esm2_35m,cluster50,4.1,1.1,0,0
esm2_35m,cluster50,4.1,2.1,0,0
esm2_35m,cluster50,4.1,4.1,5,0.7142857142857143
esm2_35m,cluster30,2.7,2.7,25,0.86206896551724133
esm2_35m,cluster30,2.7,3.1,3,0.10344827586206896
esm2_35m,cluster30,2.7,1.1,0,0
esm2_35m,cluster30,2.7,2.1,0,0
esm2_35m,cluster30,2.7,4.1,1,0.034482758620689655
esm2_35m,cluster30,3.1,2.7,6,0.46153846153846156
esm2_35m,cluster30,3.1,3.1,6,0.46153846153846156
esm2_35m,cluster30,3.1,1.1,0,0
esm2_35m,cluster30,3.1,2.1,1,0.076923076923076927
esm2_35m,cluster30,3.1,4.1,0,0
esm2_35m,cluster30,1.1,2.7,0,0
esm2_35m,cluster30,1.1,3.1,0,0
esm2_35m,cluster30,1.1,1.1,7,0.77777777777777779
esm2_35m,cluster30,1.1,2.1,1,0.1111111111111111
esm2_35m,cluster30,1.1,4.1,1,0.1111111111111111
esm2_35m,cluster30,2.1,2.7,0,0
esm2_35m,cluster30,2.1,3.1,0,0
esm2_35m,cluster30,2.1,1.1,0,0
esm2_35m,cluster30,2.1,2.1,7,0.875
esm2_35m,cluster30,2.1,4.1,1,0.125
esm2_35m,cluster30,4.1,2.7,1,0.14285714285714285
esm2_35m,cluster30,4.1,3.1,1,0.14285714285714285
esm2_35m,cluster30,4.1,1.1,0,0
esm2_35m,cluster30,4.1,2.1,1,0.14285714285714285
esm2_35m,cluster30,4.1,4.1,4,0.5714285714285714
esm2_150m,random,2.7,2.7,26,0.89655172413793105
esm2_150m,random,2.7,3.1,2,0.068965517241379309
esm2_150m,random,2.7,1.1,1,0.034482758620689655
esm2_150m,random,2.7,2.1,0,0
esm2_150m,random,2.7,4.1,0,0
esm2_150m,random,3.1,2.7,3,0.23076923076923078
esm2_150m,random,3.1,3.1,8,0.61538461538461542
esm2_150m,random,3.1,1.1,1,0.076923076923076927
esm2_150m,random,3.1,2.1,1,0.076923076923076927
esm2_150m,random,3.1,4.1,0,0
esm2_150m,random,1.1,2.7,0,0
esm2_150m,random,1.1,3.1,0,0
esm2_150m,random,1.1,1.1,7,0.77777777777777779
esm2_150m,random,1.1,2.1,1,0.1111111111111111
esm2_150m,random,1.1,4.1,1,0.1111111111111111
esm2_150m,random,2.1,2.7,2,0.25
esm2_150m,random,2.1,3.1,0,0
esm2_150m,random,2.1,1.1,0,0
esm2_150m,random,2.1,2.1,6,0.75
esm2_150m,random,2.1,4.1,0,0
esm2_150m,random,4.1,2.7,0,0
esm2_150m,random,4.1,3.1,1,0.14285714285714285
esm2_150m,random,4.1,1.1,0,0
esm2_150m,random,4.1,2.1,0,0
esm2_150m,random,4.1,4.1,6,0.8571428571428571
esm2_150m,cluster70,2.7,2.7,28,0.96551724137931039
esm2_150m,cluster70,2.7,3.1,0,0
esm2_150m,cluster70,2.7,1.1,0,0
esm2_150m,cluster70,2.7,2.1,1,0.034482758620689655
esm2_150m,cluster70,2.7,4.1,0,0
esm2_150m,cluster70,3.1,2.7,1,0.076923076923076927
esm2_150m,cluster70,3.1,3.1,11,0.84615384615384615
esm2_150m,cluster70,3.1,1.1,0,0
esm2_150m,cluster70,3.1,2.1,1,0.076923076923076927
esm2_150m,cluster70,3.1,4.1,0,0
esm2_150m,cluster70,1.1,2.7,2,0.22222222222222221
esm2_150m,cluster70,1.1,3.1,0,0
esm2_150m,cluster70,1.1,1.1,7,0.77777777777777779
esm2_150m,cluster70,1.1,2.1,0,0
esm2_150m,cluster70,1.1,4.1,0,0
esm2_150m,cluster70,2.1,2.7,2,0.25
esm2_150m,cluster70,2.1,3.1,0,0
esm2_150m,cluster70,2.1,1.1,1,0.125
esm2_150m,cluster70,2.1,2.1,4,0.5
esm2_150m,cluster70,2.1,4.1,1,0.125
esm2_150m,cluster70,4.1,2.7,0,0
esm2_150m,cluster70,4.1,3.1,1,0.14285714285714285
esm2_150m,cluster70,4.1,1.1,0,0
esm2_150m,cluster70,4.1,2.1,0,0
esm2_150m,cluster70,4.1,4.1,6,0.8571428571428571
esm2_150m,cluster50,2.7,2.7,27,0.93103448275862066
esm2_150m,cluster50,2.7,3.1,1,0.034482758620689655
esm2_150m,cluster50,2.7,1.1,0,0
esm2_150m,cluster50,2.7,2.1,1,0.034482758620689655
esm2_150m,cluster50,2.7,4.1,0,0
esm2_150m,cluster50,3.1,2.7,3,0.23076923076923078
esm2_150m,cluster50,3.1,3.1,9,0.69230769230769229
esm2_150m,cluster50,3.1,1.1,0,0
esm2_150m,cluster50,3.1,2.1,0,0
esm2_150m,cluster50,3.1,4.1,1,0.076923076923076927
esm2_150m,cluster50,1.1,2.7,0,0
esm2_150m,cluster50,1.1,3.1,0,0
esm2_150m,cluster50,1.1,1.1,9,1
esm2_150m,cluster50,1.1,2.1,0,0
esm2_150m,cluster50,1.1,4.1,0,0
esm2_150m,cluster50,2.1,2.7,0,0
esm2_150m,cluster50,2.1,3.1,0,0
esm2_150m,cluster50,2.1,1.1,0,0
esm2_150m,cluster50,2.1,2.1,7,0.875
esm2_150m,cluster50,2.1,4.1,1,0.125
esm2_150m,cluster50,4.1,2.7,1,0.14285714285714285
esm2_150m,cluster50,4.1,3.1,0,0
esm2_150m,cluster50,4.1,1.1,1,0.14285714285714285
esm2_150m,cluster50,4.1,2.1,0,0
esm2_150m,cluster50,4.1,4.1,5,0.7142857142857143
esm2_150m,cluster30,2.7,2.7,26,0.89655172413793105
esm2_150m,cluster30,2.7,3.1,2,0.068965517241379309
esm2_150m,cluster30,2.7,1.1,0,0
esm2_150m,cluster30,2.7,2.1,0,0
esm2_150m,cluster30,2.7,4.1,1,0.034482758620689655
esm2_150m,cluster30,3.1,2.7,1,0.076923076923076927
esm2_150m,cluster30,3.1,3.1,9,0.69230769230769229
esm2_150m,cluster30,3.1,1.1,0,0
esm2_150m,cluster30,3.1,2.1,3,0.23076923076923078
esm2_150m,cluster30,3.1,4.1,0,0
esm2_150m,cluster30,1.1,2.7,0,0
esm2_150m,cluster30,1.1,3.1,0,0
esm2_150m,cluster30,1.1,1.1,7,0.77777777777777779
esm2_150m,cluster30,1.1,2.1,1,0.1111111111111111
esm2_150m,cluster30,1.1,4.1,1,0.1111111111111111
esm2_150m,cluster30,2.1,2.7,0,0
esm2_150m,cluster30,2.1,3.1,0,0
esm2_150m,cluster30,2.1,1.1,1,0.125
esm2_150m,cluster30,2.1,2.1,7,0.875
esm2_150m,cluster30,2.1,4.1,0,0
esm2_150m,cluster30,4.1,2.7,1,0.14285714285714285
esm2_150m,cluster30,4.1,3.1,0,0
esm2_150m,cluster30,4.1,1.1,0,0
esm2_150m,cluster30,4.1,2.1,1,0.14285714285714285
esm2_150m,cluster30,4.1,4.1,5,0.7142857142857143
